Data;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
26/06/2019;1,4;1005,36;999,28;1004,86;12920,00;9,28;3,15;9,88;8,82;4,18;2,40;72,33;64,25;67,92;253,42;4,83;2,28
27/06/2019;0;1005,46;999,28;1005,28;11222,70;8,16;5,42;8,79;7,46;5,76;4,69;85,96;80,33;83,88;112,79;3,68;1,74
28/06/2019;3;1000,90;999,28;1000,67;6944,80;16,78;14,53;17,20;16,14;14,73;14,03;88,79;84,75;86,88;85,21;5,63;2,71
29/06/2019;0;996,70;999,28;996,50;9095,60;25,24;16,91;25,96;24,20;17,50;16,53;66,04;57,71;60,79;187,38;6,31;2,45
30/06/2019;23,4;999,31;999,28;998,76;1289,60;20,28;16,60;21,00;20,04;17,03;16,34;82,71;78,58;81,63;275,79;6,80;3,25
01/07/2019;2;1005,75;999,28;1005,30;6359,50;12,16;10,08;12,64;11,99;10,67;9,83;89,75;85,38;87,38;239,17;4,38;2,01
02/07/2019;0,2;999,08;999,28;998,95;9609,50;8,61;6,68;9,16;8,00;7,23;5,94;90,50;86,17;88,63;176,54;2,80;1,40
03/07/2019;0,4;998,32;999,28;997,87;13437,60;10,01;5,51;10,55;9,57;6,23;4,80;79,58;72,75;76,17;275,21;5,79;3,17
04/07/2019;0;1004,61;999,28;1004,24;13685,00;7,13;1,99;7,67;6,54;2,62;1,10;75,25;67,63;71,75;291,71;4,97;2,59
05/07/2019;0;1010,30;999,28;1009,95;13096,10;6,67;1,45;7,23;6,28;2,06;1,06;73,88;67,88;70,75;287,67;8,39;4,82
06/07/2019;0;1015,98;999,28;1015,68;13283,60;5,66;0,65;6,19;5,17;1,05;0,29;73,96;68,58;71,42;283,71;7,18;4,07
07/07/2019;0;1016,70;999,28;1016,50;13729,80;5,57;1,15;6,18;4,89;1,67;0,50;78,67;72,21;75,33;204,92;3,50;1,76
08/07/2019;0;1013,05;999,28;1012,83;13636,90;8,71;3,43;9,34;7,89;4,03;2,76;76,42;69,29;72,79;96,42;3,88;2,03
09/07/2019;0;1010,85;999,28;1010,72;11722,90;11,18;6,71;11,86;10,44;7,17;6,16;78,17;71,96;75,42;80,67;3,48;1,73
10/07/2019;0;1007,24;999,28;1007,14;11595,20;13,01;9,26;13,61;12,27;9,81;8,63;82,42;77,08;79,54;109,79;2,90;1,47
11/07/2019;0;1003,85;999,28;1003,68;12377,00;16,90;12,08;17,66;16,11;12,73;11,53;78,42;71,71;75,17;120,63;3,26;1,78
12/07/2019;0;1001,08;999,28;1000,84;9115,70;18,31;13,52;19,08;17,50;13,97;12,85;77,92;70,50;74,46;117,08;4,05;1,84
13/07/2019;18,8;1002,10;999,28;1001,68;1115,10;15,29;14,12;15,68;15,10;14,33;13,90;93,25;91,67;92,96;116,25;4,80;2,38
14/07/2019;8;1004,46;999,28;1004,11;1402,50;11,95;11,25;12,12;11,86;11,44;11,18;95,83;95,21;95,50;92,17;4,65;2,15
15/07/2019;0,2;1006,84;999,28;1006,60;11780,30;10,29;7,78;10,93;9,83;8,40;7,30;87,71;82,79;85,21;170,46;3,56;1,59
16/07/2019;0,2;1011,43;999,28;1011,09;12903,60;9,22;6,43;9,91;8,56;7,04;5,75;87,08;81,50;84,21;249,04;3,20;1,71
17/07/2019;0;1014,00;999,28;1013,82;13671,60;10,41;7,64;10,95;9,75;8,06;7,11;86,00;81,17;83,71;88,13;4,27;2,20
18/07/2019;0,2;1011,32;999,28;1011,19;14049,20;13,64;10,24;14,12;13,08;10,80;9,81;84,79;80,13;82,00;85,92;5,04;2,52
19/07/2019;0,4;1008,90;999,28;1008,70;6502,40;15,28;12,35;15,73;14,75;12,64;11,92;85,08;80,42;83,04;93,71;3,40;1,53
20/07/2019;0,2;1005,97;999,28;1005,86;13413,60;17,50;13,67;17,95;16,93;14,06;13,20;82,25;77,33;79,58;82,17;3,94;2,07
21/07/2019;0;1001,24;999,28;1001,08;12727,20;19,86;14,34;20,40;19,15;14,82;13,93;74,71;68,96;71,54;77,08;4,90;2,50
22/07/2019;2,4;1000,50;999,28;1000,13;3604,00;19,39;14,58;20,05;19,00;14,81;14,23;76,21;70,67;74,38;74,79;5,74;2,61
23/07/2019;22;1004,10;999,28;1003,66;1378,60;17,09;16,22;17,22;17,00;16,29;16,12;94,83;94,17;94,54;106,75;5,02;2,38
24/07/2019;63;1007,33;999,28;1006,63;1216,10;16,01;15,35;16,26;15,89;15,58;15,23;96,04;95,88;95,96;117,42;6,25;2,87
25/07/2019;2,2;1008,74;999,28;1008,43;2050,00;15,78;14,76;15,84;15,57;14,82;14,58;94,33;93,25;93,79;106,04;7,20;3,28
26/07/2019;4,8;1007,68;999,28;1007,17;2565,80;14,65;13,37;15,07;14,54;13,88;13,26;93,38;91,29;92,00;219,67;5,93;3,07
27/07/2019;0,2;1014,51;999,28;1014,21;5877,20;11,44;8,44;11,71;11,18;8,75;7,94;83,71;78,71;81,92;264,96;5,20;2,57
28/07/2019;0;1013,05;999,28;1012,95;8930,40;12,35;9,82;12,62;12,04;10,15;9,49;87,08;83,63;85,33;100,08;5,52;2,57
29/07/2019;0;1006,72;999,28;1006,47;11017,90;14,33;11,70;14,75;13,65;12,03;11,28;87,63;83,50;85,29;146,25;3,95;1,81
30/07/2019;10,2;1004,85;999,28;1004,43;7264,30;16,55;14,85;17,00;16,27;15,20;14,61;91,17;87,92;89,83;190,33;6,09;2,49
31/07/2019;0,2;1004,20;999,28;1004,09;11081,50;15,85;13,48;16,23;15,35;13,98;13,18;89,08;86,04;86,92;175,50;2,92;1,43
01/08/2019;0;996,84;999,28;996,45;10484,80;19,26;13,38;20,18;18,48;14,03;12,80;73,58;66,67;70,25;134,46;5,96;2,97
02/08/2019;14,4;1008,17;999,28;1007,28;12261,20;11,43;7,28;11,98;11,06;8,05;6,78;81,50;75,42;78,13;275,50;7,42;3,52
03/08/2019;0;1014,33;999,28;1014,06;16158,30;9,55;4,19;10,09;9,03;4,64;3,56;74,58;68,04;71,63;288,54;6,31;3,54
04/08/2019;0;1018,42;999,28;1018,10;16461,70;8,85;2,49;9,41;8,28;3,35;1,70;71,79;64,29;67,75;203,92;3,52;1,69
05/08/2019;0;1016,70;999,28;1016,60;16525,30;10,81;5,14;11,37;10,09;5,63;4,40;73,67;66,92;70,54;82,75;5,02;2,46
06/08/2019;0;1010,42;999,28;1010,33;15282,30;16,42;10,66;17,01;15,61;11,10;10,16;73,08;67,46;70,13;77,13;4,76;2,30
07/08/2019;0;1007,21;999,28;1006,98;14705,90;21,14;14,54;21,84;20,38;14,91;13,76;70,21;63,46;67,50;128,08;4,45;2,15
08/08/2019;3,6;1006,65;999,28;1006,33;10493,20;19,87;15,90;20,74;19,20;16,33;15,41;81,29;74,83;78,75;127,79;5,25;2,50
09/08/2019;1,4;1003,95;999,28;1003,49;1748,80;17,31;16,48;17,42;17,14;16,59;16,33;95,33;94,54;94,92;127,33;5,79;2,55
10/08/2019;14,2;1005,23;999,28;1004,65;9161,80;14,18;11,58;14,74;13,93;12,20;11,32;87,00;82,96;84,88;266,79;9,13;4,72
11/08/2019;0;1008,10;999,28;1007,93;15466,90;12,93;10,03;13,37;12,43;10,38;9,57;85,38;81,04;83,42;147,63;4,43;2,09
12/08/2019;28;1002,97;999,28;1002,25;2485,30;14,48;13,26;14,78;14,30;13,50;13,03;93,08;90,96;92,29;160,38;5,44;2,30
13/08/2019;0,2;1014,77;999,28;1014,21;14320,20;10,39;5,80;11,03;10,02;6,84;5,28;79,42;72,75;75,38;260,25;6,54;3,25
14/08/2019;0;1020,96;999,28;1020,71;14700,30;7,36;3,02;8,01;6,71;3,54;2,50;78,46;70,96;74,88;163,92;4,83;2,19
15/08/2019;0;1014,17;999,28;1014,08;17283,80;11,92;7,88;12,35;11,21;8,24;7,20;80,71;75,58;78,25;87,46;5,12;2,38
16/08/2019;0;1006,73;999,28;1006,63;15483,00;16,27;11,98;16,83;15,54;12,31;11,28;79,42;73,92;77,17;91,17;4,15;2,27
17/08/2019;0;998,74;999,28;998,65;15035,70;21,45;13,73;22,05;20,70;14,63;13,04;69,83;62,58;65,63;178,46;5,60;2,60
18/08/2019;0;1002,75;999,28;1002,06;10282,50;17,11;10,85;18,06;16,84;11,50;10,36;70,25;63,21;67,42;173,38;5,74;2,86
19/08/2019;0;1012,57;999,28;1012,25;17665,10;9,70;4,40;10,42;9,16;5,08;3,95;73,88;67,46;70,71;126,75;5,46;2,53
20/08/2019;0;1014,15;999,28;1013,82;17549,20;9,85;5,32;10,45;9,26;5,80;4,74;77,50;70,96;74,46;109,50;3,99;1,76
21/08/2019;0;1015,10;999,28;1014,91;16450,00;9,85;5,74;10,40;9,32;6,33;5,29;79,75;74,42;77,13;101,25;4,53;2,03
22/08/2019;0;1012,98;999,28;1012,74;15687,70;12,00;8,03;12,42;11,48;8,46;7,71;80,63;76,38;78,13;100,38;6,87;3,34
23/08/2019;0;1012,05;999,28;1011,77;13536,60;12,35;8,78;13,14;11,70;9,48;8,23;83,38;76,96;80,42;190,71;3,30;1,44
24/08/2019;0;1012,42;999,28;1012,20;16160,00;12,43;8,25;13,02;11,81;8,82;7,85;79,92;75,00;77,13;93,46;6,35;3,08
25/08/2019;0;1010,53;999,28;1010,36;18311,50;14,78;9,42;15,25;14,17;9,80;8,88;74,54;69,38;72,08;93,00;6,83;3,15
26/08/2019;0;1008,01;999,28;1007,59;12756,20;16,89;11,05;17,37;16,36;11,58;10,52;72,67;66,46;69,46;126,08;4,97;2,33
27/08/2019;0,2;1009,71;999,28;1009,42;17900,90;18,78;13,48;19,45;18,15;14,02;12,94;76,13;68,42;72,50;104,13;3,73;1,83
28/08/2019;0;1006,87;999,28;1006,75;17520,20;18,95;15,03;19,43;18,33;15,45;14,56;82,04;77,29;79,63;86,38;5,46;2,55
29/08/2019;0;1001,00;999,28;1000,88;17770,20;23,74;14,95;24,38;22,94;15,85;14,20;65,96;58,67;61,75;134,67;4,60;1,98
30/08/2019;0;998,43;999,28;998,05;14170,50;23,06;14,80;24,10;22,25;15,54;14,27;64,58;56,29;60,38;147,21;5,11;2,46
31/08/2019;25,8;1002,48;999,28;1001,63;7709,70;16,07;14,04;16,61;15,74;14,38;13,67;89,75;85,25;88,04;186,79;6,41;2,65
01/09/2019;0;1006,64;999,28;1006,44;17024,70;13,04;8,35;13,70;12,39;9,40;7,68;80,92;73,92;76,50;208,75;3,83;1,75
02/09/2019;0,2;1004,91;999,28;1004,73;20325,80;12,10;6,12;12,84;11,47;7,00;4,93;73,88;64,83;69,92;209,04;3,47;1,63
03/09/2019;0;1007,47;999,28;1007,16;19777,90;12,92;6,23;13,61;12,19;7,07;5,23;71,04;61,58;66,42;234,33;3,90;1,70
04/09/2019;0;1012,85;999,28;1012,46;20728,60;10,85;2,43;11,55;10,18;3,62;1,33;67,04;57,83;62,21;203,75;3,74;1,56
05/09/2019;0;1016,75;999,28;1016,46;18427,30;9,51;3,85;10,15;8,98;4,21;3,16;71,58;64,58;69,00;104,88;6,87;3,25
06/09/2019;0,8;1008,77;999,28;1008,55;3840,70;13,01;9,35;13,15;12,72;9,50;9,05;79,96;77,08;78,58;91,42;6,97;3,08
07/09/2019;12,6;1001,33;999,28;1000,97;2571,30;16,64;15,04;16,96;16,18;15,16;14,70;91,79;88,29;90,38;101,63;5,48;2,71
08/09/2019;4,2;1000,29;999,28;999,83;8027,40;20,83;18,65;21,25;20,31;18,90;18,31;89,75;85,71;87,92;96,33;6,07;2,86
09/09/2019;0;995,72;999,28;995,44;12814,50;24,65;17,66;25,27;23,83;18,40;17,13;74,17;68,25;70,38;152,83;7,00;3,04
10/09/2019;0;1001,33;999,28;1000,85;7298,00;19,34;15,16;20,08;19,14;15,59;14,89;78,71;73,75;77,21;170,42;6,78;3,29
11/09/2019;9;1000,73;999,28;1000,14;1447,50;16,08;14,92;16,21;15,93;15,02;14,74;93,17;91,96;92,88;112,13;7,23;3,17
12/09/2019;15,2;1002,70;999,28;1002,09;7877,80;16,87;15,57;17,25;16,60;15,95;15,28;93,58;90,42;92,25;188,50;5,45;2,45
13/09/2019;0;1010,18;999,28;1009,92;10237,30;15,23;11,52;15,62;14,95;12,08;11,26;82,08;77,63;79,33;92,63;5,48;2,51
14/09/2019;0;1004,62;999,28;1004,36;10291,30;16,60;13,18;16,87;16,15;13,43;12,70;82,63;78,46;80,83;89,71;6,76;2,94
15/09/2019;0;998,03;999,28;997,93;17133,30;21,91;17,30;22,25;21,30;17,68;16,78;79,29;74,25;76,58;91,58;4,59;2,45
16/09/2019;0;996,79;999,28;996,29;6685,40;22,42;17,66;23,32;21,78;18,24;17,22;78,33;71,29;75,13;135,67;5,93;2,66
17/09/2019;20,6;1001,58;999,28;1001,15;4162,70;14,42;12,55;14,79;14,25;12,94;12,30;90,38;86,50;88,79;115,75;5,35;2,49
18/09/2019;8,8;998,58;999,28;997,92;11677,80;14,25;11,56;14,69;13,82;12,06;11,18;87,46;82,79;84,88;224,67;4,00;1,49
19/09/2019;0,2;995,00;999,28;994,75;13485,60;15,13;12,85;15,53;14,48;13,27;12,23;89,25;85,21;87,13;151,46;4,12;1,99
20/09/2019;0;1002,95;999,28;1002,24;14588,00;15,76;10,68;16,54;15,24;11,88;10,13;78,17;70,54;73,54;144,33;5,62;2,44
21/09/2019;0;1009,52;999,28;1009,27;21525,10;12,60;5,74;13,26;11,80;6,30;4,70;67,71;58,79;64,13;129,92;3,70;1,66
22/09/2019;0;1013,48;999,28;1013,08;22397,10;14,42;8,28;15,27;13,74;9,20;7,43;74,08;66,29;70,71;181,71;4,55;2,25
23/09/2019;0;1014,97;999,28;1014,81;22565,50;12,85;6,24;13,48;12,16;6,73;5,48;69,46;63,00;66,50;106,63;7,49;3,55
24/09/2019;0;1009,80;999,28;1009,59;22622,20;16,39;9,41;16,97;15,70;10,05;8,50;70,04;62,46;66,54;97,08;4,85;2,16
25/09/2019;0;1007,91;999,28;1007,75;20132,30;16,75;9,48;17,29;16,07;10,62;8,66;72,88;65,71;68,63;96,63;4,01;1,99
26/09/2019;0;1007,06;999,28;1006,83;19248,00;18,12;11,50;18,93;17,42;12,51;10,06;74,67;64,83;70,54;173,08;3,45;1,38
27/09/2019;0;1008,83;999,28;1008,54;16811,80;17,06;10,65;17,94;16,47;11,49;9,98;71,54;63,04;67,46;95,29;5,93;2,72
28/09/2019;0;1006,16;999,28;1006,06;22632,70;17,23;11,43;17,83;16,60;11,82;10,95;72,54;67,75;70,25;100,04;7,52;3,50
29/09/2019;0;1002,27;999,28;1002,14;23763,70;18,55;12,77;19,12;17,83;13,34;12,23;75,04;69,25;71,83;133,29;3,68;1,76
30/09/2019;0;997,33;999,28;997,23;23553,80;22,42;14,48;23,12;21,48;15,22;13,76;70,92;64,58;67,46;85,00;5,56;2,65
01/10/2019;0;992,73;999,28;992,52;21749,80;27,94;14,49;28,70;27,08;14,95;13,71;49,63;43,79;46,88;128,63;6,23;2,80
02/10/2019;8,6;995,62;999,28;994,83;3767,00;22,58;17,13;23,38;22,17;17,48;16,73;76,25;70,54;74,29;144,21;5,91;2,45
03/10/2019;10,2;1006,71;999,28;1006,25;6081,90;17,62;16,11;17,90;17,43;16,39;15,93;92,42;89,92;91,13;117,46;7,36;3,56
04/10/2019;25;1001,77;999,28;1001,62;6349,30;18,66;17,58;18,82;18,38;17,75;17,35;94,50;92,88;93,54;81,00;6,66;3,18
05/10/2019;38,6;1002,04;999,28;1001,47;4241,70;18,59;17,30;18,94;18,44;17,69;17,10;93,63;90,75;92,33;211,17;5,29;2,58
06/10/2019;2,4;1007,56;999,28;1007,20;9033,30;16,20;13,83;16,57;15,84;14,30;13,43;88,42;83,88;86,08;137,75;5,18;2,39
07/10/2019;0;1004,99;999,28;1004,88;22399,60;18,43;14,34;18,93;17,74;14,93;13,90;82,13;76,46;78,71;138,08;4,18;1,90
08/10/2019;0;1004,63;999,28;1004,39;24667,60;20,40;14,20;21,14;19,68;15,30;13,26;76,33;68,83;72,21;257,46;3,33;1,60
09/10/2019;0;1005,26;999,28;1005,02;25488,50;21,05;14,02;21,82;20,37;14,68;13,02;70,46;62,13;66,92;101,00;4,32;2,05
10/10/2019;0;1001,94;999,28;1001,79;22976,10;22,23;17,30;22,78;21,55;17,83;16,71;79,17;73,71;76,38;90,50;4,86;2,45
11/10/2019;0;998,18;999,28;997,91;25302,60;27,51;15,37;28,34;26,62;16,36;14,50;59,46;51,58;55,04;178,08;5,44;2,40
12/10/2019;0;996,84;999,28;996,69;24327,20;28,25;16,88;28,97;27,30;17,56;16,30;58,08;51,88;54,50;161,33;6,45;2,94
13/10/2019;13,4;996,73;999,28;996,06;15877,30;25,99;19,26;27,18;25,31;19,79;18,71;71,13;63,17;68,21;145,38;6,61;3,09
14/10/2019;9,4;1007,02;999,28;1006,45;2770,50;16,88;14,88;17,30;16,75;15,34;14,69;90,29;85,88;88,21;123,17;9,45;4,60
15/10/2019;3,6;1010,43;999,28;1010,10;7418,90;14,98;12,83;15,16;14,67;13,06;12,56;89,04;86,00;87,29;103,04;10,53;4,77
16/10/2019;12,2;1007,00;999,28;1006,58;5653,30;17,25;15,34;17,43;17,01;15,48;15,09;89,79;87,04;88,75;101,00;7,16;3,16
17/10/2019;21,2;1003,15;999,28;1002,85;5729,20;19,36;17,80;19,61;19,12;17,95;17,63;92,00;89,33;90,88;101,17;6,47;3,03
18/10/2019;4,8;1002,60;999,28;1002,23;21537,40;21,68;18,06;22,05;21,11;18,53;17,65;84,42;79,83;81,63;241,21;6,18;2,80
19/10/2019;0;1007,59;999,28;1007,28;27197,20;19,61;12,20;20,38;19,09;13,30;11,38;69,38;61,08;65,29;137,25;5,70;2,53
20/10/2019;0;1005,86;999,28;1005,67;14459,00;15,55;10,47;16,11;15,06;10,98;10,14;75,29;70,38;72,63;103,29;7,05;3,40
21/10/2019;10,8;999,51;999,28;999,11;6491,70;15,50;13,63;15,82;15,23;13,89;13,30;90,00;86,83;88,92;135,42;6,51;2,93
22/10/2019;0,8;1002,88;999,28;1002,56;20143,20;16,88;12,38;17,31;16,31;13,03;11,83;80,50;74,63;76,92;239,46;4,76;1,89
23/10/2019;0;1003,72;999,28;1003,50;27187,00;18,53;12,37;19,17;17,69;13,13;11,30;75,46;66,88;71,38;127,46;4,58;2,20
24/10/2019;0;1002,53;999,28;1002,33;25221,00;20,13;12,99;20,85;19,40;13,82;12,20;72,21;64,96;68,42;212,46;4,68;2,26
25/10/2019;0;1004,48;999,28;1004,19;27303,30;20,11;12,23;20,90;19,22;13,08;11,39;67,38;59,00;63,13;180,42;4,45;1,99
26/10/2019;0;1001,93;999,28;1001,81;28521,20;20,82;13,38;21,63;20,04;13,99;12,70;68,13;61,42;65,00;96,25;5,54;2,70
27/10/2019;30;998,31;999,28;997,55;1481,20;19,63;17,84;20,03;19,42;18,00;17,65;90,88;87,33;89,67;142,58;7,39;3,03
28/10/2019;0,4;995,47;999,28;995,11;16092,80;22,04;18,79;22,44;21,48;19,16;18,26;85,67;80,88;83,21;143,96;4,93;2,00
29/10/2019;27,4;996,23;999,28;995,28;2247,80;21,22;18,78;21,85;20,86;19,13;18,44;88,54;83,08;86,29;86,00;9,38;3,80
30/10/2019;25,6;997,90;999,28;996,86;1535,00;19,37;18,30;19,61;19,17;18,40;18,13;94,21;92,21;93,54;111,71;8,76;3,83
31/10/2019;8,4;1003,00;999,28;1002,32;4130,30;19,73;18,31;19,94;19,50;18,55;18,10;93,21;90,00;91,63;121,46;7,33;3,41
01/11/2019;0;1005,01;999,28;1004,83;16756,00;20,74;17,33;21,11;20,34;17,60;17,07;83,08;79,54;81,29;101,63;8,53;3,91
02/11/2019;0;999,12;999,28;998,87;19353,80;23,75;19,11;24,28;23,15;19,58;18,63;79,79;74,42;77,08;104,17;5,40;2,38
03/11/2019;4,8;998,52;999,28;998,15;6792,80;21,29;18,39;21,78;21,01;18,92;18,01;86,33;80,96;83,88;140,71;5,40;2,32
04/11/2019;35,2;994,68;999,28;994,35;2114,60;18,44;16,53;18,57;18,24;16,64;16,25;89,50;87,50;88,79;89,92;5,65;2,69
05/11/2019;14;997,81;999,28;996,96;16544,10;21,47;18,34;21,98;21,04;18,81;17,91;85,88;81,33;83,58;211,92;5,81;2,62
06/11/2019;0;1004,63;999,28;1004,44;30459,60;19,64;12,79;20,32;19,15;13,65;12,13;71,46;64,46;67,96;102,29;6,57;3,29
07/11/2019;12,4;1000,42;999,28;1000,14;14358,70;19,75;16,70;20,26;19,23;17,10;16,25;85,42;80,54;83,29;157,50;4,47;1,85
08/11/2019;0;1000,30;999,28;1000,07;26707,40;22,19;17,86;22,74;21,62;18,48;17,30;81,29;76,17;78,58;91,63;5,45;2,75
09/11/2019;13,8;1000,14;999,28;999,82;13229,90;21,39;18,32;21,91;20,95;18,72;17,98;85,33;80,00;82,96;89,96;6,68;3,05
10/11/2019;0;1002,73;999,28;1002,36;19253,30;21,87;18,83;22,48;21,43;19,28;18,38;85,46;80,83;83,50;143,67;6,08;2,92
11/11/2019;0;1006,45;999,28;1006,25;19480,80;20,95;16,64;21,48;20,38;17,04;16,26;80,04;74,83;77,33;110,00;8,98;4,20
12/11/2019;0;1002,81;999,28;1002,69;27164,00;22,73;17,13;23,12;22,18;17,48;16,75;75,04;70,42;72,58;92,58;7,60;3,66
13/11/2019;0,2;997,87;999,28;997,67;14298,20;24,13;17,86;24,59;23,78;18,19;17,43;71,29;66,25;69,17;91,67;5,80;2,51
14/11/2019;23,2;995,61;999,28;995,37;20284,20;23,07;19,59;23,67;22,43;20,15;18,92;85,33;79,29;82,33;190,58;5,20;2,18
15/11/2019;0,2;999,00;999,28;998,75;25539,20;21,53;15,53;22,07;21,05;16,58;14,81;75,50;68,04;71,38;150,17;4,62;2,15
16/11/2019;0;999,92;999,28;999,71;29790,30;20,50;13,51;21,15;19,86;14,33;12,63;70,83;63,00;67,13;97,75;4,58;1,96
17/11/2019;0;1000,13;999,28;999,87;30737,40;21,49;11,40;22,26;20,73;12,53;10,38;62,50;54,33;58,00;102,25;5,28;2,46
18/11/2019;0;1001,81;999,28;1001,55;29695,70;23,18;13,01;23,87;22,48;13,72;12,04;59,63;51,96;55,96;97,83;6,22;2,92
19/11/2019;0;1001,80;999,28;1001,59;27973,60;24,14;15,78;24,85;23,41;16,31;14,90;64,71;57,46;61,71;102,58;5,07;2,42
20/11/2019;0;1001,33;999,28;1001,15;28480,80;25,30;18,43;25,97;24,56;18,94;17,58;72,29;64,79;68,88;95,17;5,33;2,45
21/11/2019;0;999,43;999,28;999,27;24970,60;26,30;19,06;27,00;25,55;19,68;18,45;70,33;63,46;66,88;98,08;5,53;2,68
22/11/2019;10;996,62;999,28;996,20;16117,30;25,04;19,93;26,19;24,23;20,72;19,21;79,00;69,88;75,08;142,58;6,20;2,48
23/11/2019;0,2;1003,24;999,28;1002,84;22913,60;21,73;15,70;22,29;21,34;16,50;15,13;74,50;68,50;71,17;162,71;7,29;3,68
24/11/2019;0;1005,11;999,28;1004,96;30292,70;19,15;11,63;19,85;18,58;12,21;11,02;65,88;59,71;63,21;98,25;8,29;4,05
25/11/2019;0;1000,23;999,28;1000,09;29360,10;20,90;13,06;21,43;20,19;13,44;12,47;65,63;60,17;62,96;94,33;8,63;4,05
26/11/2019;0,4;996,22;999,28;995,76;7429,90;21,02;16,28;21,40;20,69;16,49;15,93;76,50;72,25;74,92;104,25;6,45;2,78
27/11/2019;1,6;996,85;999,28;996,44;15335,20;22,06;18,16;22,58;21,52;18,79;17,82;82,88;78,17;80,04;132,13;5,55;2,79
28/11/2019;0;1002,79;999,28;1002,54;32019,40;20,77;9,48;21,53;20,06;10,92;8,55;56,88;47,29;51,58;97,88;5,93;2,73
29/11/2019;0;998,35;999,28;998,23;31068,80;23,05;13,06;23,76;22,05;13,81;12,32;59,79;53,00;55,96;130,83;5,49;2,51
30/11/2019;0;996,31;999,28;995,90;15308,70;26,16;19,02;26,83;25,58;19,61;18,40;69,21;62,21;65,88;197,42;4,07;1,86
01/12/2019;0;1001,12;999,28;1000,67;30342,40;24,15;14,39;24,98;23,50;15,64;13,51;60,96;53,54;56,67;200,96;6,57;3,13
02/12/2019;0;1005,24;999,28;1005,03;31326,40;19,34;7,80;20,10;18,62;9,52;7,02;57,13;48,29;51,29;141,71;4,54;1,98
03/12/2019;0;1000,18;999,28;1000,01;32429,30;20,68;8,29;21,40;20,00;9,34;7,15;54,17;46,38;50,25;93,83;7,29;3,50
04/12/2019;2,4;996,29;999,28;995,95;25256,10;22,78;15,83;23,69;21,92;16,40;14,83;70,58;62,17;67,42;156,63;6,08;2,46
05/12/2019;0;996,85;999,28;996,50;26876,30;22,77;13,44;23,37;22,05;14,65;12,83;65,04;57,25;59,92;242,58;6,75;3,43
06/12/2019;0;998,82;999,28;998,59;32189,60;22,19;10,39;22,96;21,30;11,27;9,35;56,96;49,25;52,92;219,50;5,80;2,82
07/12/2019;0;1001,06;999,28;1000,77;31417,80;23,21;10,24;24,04;22,44;11,38;9,15;51,46;43,38;47,46;172,46;4,76;2,05
08/12/2019;0;1000,51;999,28;1000,28;31046,50;23,13;13,25;23,84;22,36;14,09;12,45;62,13;55,21;58,54;97,54;6,17;2,89
09/12/2019;0;998,85;999,28;998,66;30826,90;25,83;12,97;26,55;25,12;14,27;11,98;55,29;47,58;50,83;112,67;4,54;1,76
10/12/2019;0;998,98;999,28;998,74;31004,30;26,86;11,06;27,67;26,03;12,71;10,06;47,96;40,08;43,29;98,92;5,00;2,29
11/12/2019;0;995,83;999,28;995,69;32031,70;26,73;11,13;27,62;25,80;12,55;9,58;47,71;38,75;43,42;117,38;4,34;2,00
12/12/2019;0;992,95;999,28;992,59;16371,20;26,70;18,30;27,39;26,01;18,92;17,48;64,71;57,46;61,42;219,96;6,21;3,23
13/12/2019;0;1002,33;999,28;1001,83;31325,70;22,30;12,20;23,12;21,60;13,11;11,59;57,50;52,00;54,63;129,13;7,10;3,29
14/12/2019;0;1003,17;999,28;1002,94;24130,40;22,11;14,13;22,83;21,33;14,48;13,44;63,75;58,46;61,71;94,67;6,62;3,01
15/12/2019;2,6;995,36;999,28;994,96;16937,30;26,00;19,22;26,84;25,19;19,80;18,81;72,58;65,21;68,67;204,25;8,17;3,70
16/12/2019;0;996,38;999,28;996,08;18708,30;22,95;16,86;23,57;22,54;17,50;16,51;72,42;66,88;69,71;258,46;7,02;3,47
17/12/2019;0;1000,33;999,28;1000,00;27973,00;22,85;14,20;23,52;22,02;15,03;13,55;67,08;60,13;62,83;122,54;6,50;2,96
18/12/2019;0;1002,95;999,28;1002,67;32449,10;22,32;13,64;23,03;21,64;14,25;12,82;65,21;58,25;62,04;105,00;7,78;3,72
19/12/2019;0;1001,43;999,28;1001,25;30974,10;24,85;15,54;25,45;24,00;16,00;15,01;61,67;56,21;58,79;100,08;6,34;3,00
